,Unnamed: 0,question,answer
1599,1599,"if you pour water into a glass, the water goes down into the glass.",greeting
1600,1600,of course it does.,greeting
1601,1601,"without gravity, the water would go up.",greeting
1602,1602,you're joking.,greeting
1603,1603,"without gravity, you would go up.",greeting
1604,1604,what do you mean?,greeting
1605,1605,you would float into the sky like a balloon.,greeting
1606,1606,i can't read my book.,greeting
1607,1607,turn on the light.,greeting
1608,1608,the light is on.,greeting
1609,1609,open the book.,greeting
1610,1610,the book is open.,greeting
1611,1611,see an eye doctor.,greeting
1612,1612,that's what i need to do.,greeting
1613,1613,he'll give you a prescription for glasses.,greeting
1614,1614,i'll make an appointment tomorrow.,greeting
1615,1615,i'll get the yellow pages for an eye doctor.,greeting
1616,1616,read the phone number to me.,greeting
1617,1617,what do you need for school?,greeting
1618,1618,i need pencils.,greeting
1619,1619,anything else?,greeting
1620,1620,i need a notebook.,greeting
1621,1621,do you need a pen?,greeting
1622,1622,no. i already have a pen.,greeting
1623,1623,do you need a calculator?,greeting
1624,1624,no. the teacher doesn't permit calculators.,greeting
1625,1625,how about a dictionary?,greeting
1626,1626,"no, we have a big dictionary in the classroom.",greeting
1627,1627,"well, i guess that's it.",greeting
1628,1628,i like this magazine.,greeting
1629,1629,so do i.,greeting
1630,1630,"i read it once, and i subscribed.",greeting
1631,1631,it gives you all the news.,greeting
1632,1632,all the news in only 50 pages.,greeting
1633,1633,i like the political cartoons.,greeting
1634,1634,i like the beautiful photos of the houses for sale.,greeting
1635,1635,i always read the film reviews.,greeting
1636,1636,i never miss the food and drink section.,greeting
1637,1637,i gave a subscription to my parents.,greeting
1638,1638,me too. they canceled their other news magazines.,greeting
1639,1639,my pen is out of ink.,greeting
1640,1640,shake it a couple of times.,greeting
1641,1641,i shook it. there is no more ink.,greeting
1642,1642,you can borrow mine.,greeting
1643,1643,thank you. i'll buy a new one tomorrow.,greeting
1644,1644,what were you doing?,greeting
1645,1645,i was writing a letter.,greeting
1646,1646,who were you writing to?,greeting
1647,1647,it's to my mom.,greeting
1648,1648,tell her i said hello.,greeting
1649,1649,okay. i'll return your pen when i'm done.,greeting
1650,1650,have you done your homework?,greeting
1651,1651,not yet.,greeting
1652,1652,then why are you watching tv?,greeting
1653,1653,this is my favorite show.,greeting
1654,1654,go do your homework.,greeting
1655,1655,"but, mom!",greeting
1656,1656,you can watch tv after you do your homework.,greeting
1657,1657,but the show will be over.,greeting
1658,1658,there will be another show next week.,greeting
1659,1659,please?,greeting
1660,1660,you know the rules.,greeting
1661,1661,i can't wait until i graduate.,greeting
1662,1662,me too.,greeting
1663,1663,no more homework.,greeting
1664,1664,i hate homework.,greeting
1665,1665,are you going to college?,greeting
1666,1666,i can't afford it.,greeting
1667,1667,me neither.,greeting
1668,1668,so what are you going to do?,greeting
1669,1669,i'm joining the army.,greeting
1670,1670,you're kidding. you might get killed.,greeting
1671,1671,"i don't think so. after i finish, i'll have enough money to go to college.",greeting
1672,1672,what is your major?,greeting
1673,1673,english.,greeting
1674,1674,what are you going to do with an english major?,greeting
1675,1675,i'm going to be a teacher.,greeting
1676,1676,high school or middle school?,greeting
1677,1677,high school.,greeting
1678,1678,i teach high school english.,greeting
1679,1679,i didn't know that.,greeting
1680,1680,i started teaching five years ago.,greeting
1681,1681,how do you like it?,greeting
1682,1682,do you see all this gray hair? it was totally black five years ago.,greeting
1683,1683,parking at school is impossible.,greeting
1684,1684,i'll say.,greeting
1685,1685,i drove around for half an hour.,greeting
1686,1686,did you find a spot?,greeting
1687,1687,"i found a spot, but someone cut in and took it from me.",greeting
1688,1688,did you yell at them?,greeting
1689,1689,"yes, i did.",greeting
1690,1690,and?,greeting
1691,1691,and he yelled back at me.,greeting
1692,1692,how rude.,greeting
1693,1693,but i got lucky a few minutes later.,greeting
1694,1694,this is a huge library.,greeting
1695,1695,"yes, it has lots of rooms and lots of space.",greeting
1696,1696,and lots of books.,greeting
1697,1697,and lots of thieves.,greeting
1698,1698,what do you mean?,greeting
1699,1699,"i mean, keep your belongings close to you.",greeting
1700,1700,the only thing in my backpack is used books.,greeting
1701,1701,but thieves don't know that.,greeting
1702,1702,they might think that i've got an ipod or laptop in there.,greeting
1703,1703,now you're thinking.,greeting
1704,1704,you'd think a library would be safe from thieves.,greeting
1705,1705,how good is your math?,greeting
1706,1706,i can add two and two.,greeting
1707,1707,so you're not very good at math?,greeting
1708,1708,i'm terrible at math.,greeting
1709,1709,"well, i need some help.",greeting
1710,1710,with what?,greeting
1711,1711,i'm taking a math course in school.,greeting
1712,1712,"well, you should ask your teacher or your classmates for help.",greeting
1713,1713,i can't do that.,greeting
1714,1714,why not?,greeting
1715,1715,they might think i'm stupid.,greeting
1716,1716,do you believe in god?,greeting
1717,1717,of course.,greeting
1718,1718,do you pray to god?,greeting
1719,1719,occasionally.,greeting
1720,1720,when's that?,greeting
1721,1721,when i need something.,greeting
1722,1722,like what?,greeting
1723,1723,"well, if i have a big test at school.",greeting
1724,1724,does god answer your prayers?,greeting
1725,1725,"yes, i've passed all my tests.",greeting
1726,1726,do you ever pray for money?,greeting
1727,1727,the cops finally found the husband.,greeting
1728,1728,what husband?,greeting
1729,1729,the husband of the driver who ran over two college students at 3 a.m.,greeting
1730,1730,"oh, yeah. the girl died instantly, and the boy is still in the hospital.",greeting
1731,1731,the husband said he tried to help the boy.,greeting
1732,1732,"yes, he pushed him off the hood of the car.",greeting
1733,1733,"no, he said he gently placed the boy on the street.",greeting
1734,1734,so what? they still drove off.,greeting
1735,1735,the husband said a fire department was nearby.,greeting
1736,1736,so what? did he dial 911?,greeting
1737,1737,"he said he was thinking about it, but he didn't get around to it.",greeting
1738,1738,i don't like riding the bus.,greeting
1739,1739,why not?,greeting
1740,1740,the seats and windows are dirty.,greeting
1741,1741,don't they clean the bus every night?,greeting
1742,1742,i think they do.,greeting
1743,1743,you should bring some wipes with you.,greeting
1744,1744,that's a good idea.,greeting
1745,1745,then you can wipe your seat and window.,greeting
1746,1746,people will think i'm strange.,greeting
1747,1747,who cares? everyone is strange.,greeting
1748,1748,that's for sure.,greeting
1749,1749,i don't like riding the bus.,greeting
1750,1750,why not?,greeting
1751,1751,"number one, it's too slow.",greeting
1752,1752,you're right. a car is faster.,greeting
1753,1753,"number two, it's usually late.",greeting
1754,1754,you're right. the buses are never on time.,greeting
1755,1755,"number three, it doesn't run 24 hours.",greeting
1756,1756,you're right. buses don't run late at night.,greeting
1757,1757,"number four, it's too crowded.",greeting
1758,1758,you're right. you have to stand in the aisle.,greeting
1759,1759,"number five, it's unsafe.",greeting
1760,1760,we had a problem at school.,greeting
1761,1761,what was the problem?,greeting
1762,1762,someone cut the tires.,greeting
1763,1763,what tires?,greeting
1764,1764,the tires on the cars.,greeting
1765,1765,where were the cars?,greeting
1766,1766,they were in the student parking lot.,greeting
1767,1767,how many tires were cut?,greeting
1768,1768,one or two tires were cut on each car.,greeting
1769,1769,how many cars?,greeting
1770,1770,eleven cars.,greeting
1771,1771,life isn't fair.,greeting
1772,1772,it sure isn't.,greeting
1773,1773,i got a ticket yesterday.,greeting
1774,1774,what for?,greeting
1775,1775,i was crossing the street.,greeting
1776,1776,were you in a crosswalk?,greeting
1777,1777,"yes, but the red hand was blinking.",greeting
1778,1778,so? that's a ticket?,greeting
1779,1779,"yes, it's a $140 ticket.",greeting
1780,1780,that's not right!,greeting
1781,1781,"when i started to cross the street, the white walk sign was blinking.",greeting
1782,1782,you're driving too fast.,greeting
1783,1783,why do you say that?,greeting
1784,1784,the speed limit is 65.,greeting
1785,1785,i know that.,greeting
1786,1786,but you're doing 75.,greeting
1787,1787,so is everyone else.,greeting
1788,1788,but a cop might stop you.,greeting
1789,1789,"no, he won't. some cars are doing 85.",greeting
1790,1790,so the cop will stop those cars?,greeting
1791,1791,of course. he stops the fastest cars.,greeting
1792,1792,my friend got a ticket for doing 75.,greeting
1793,1793,remember to put air in your tires.,greeting
1794,1794,how often do i have to do that?,greeting
1795,1795,once every two months.,greeting
1796,1796,that's a lot.,greeting
1797,1797,what do you mean?,greeting
1798,1798,that's six times a year!,greeting
1799,1799,"yes, and it takes about five minutes each time.",greeting
1800,1800,i'll try.,greeting
1801,1801,check your tires or you'll get a flat.,greeting
1802,1802,oh. that's not good.,greeting
1803,1803,"no, it isn't. a flat costs you time and money.",greeting
1804,1804,you're driving too fast.,greeting
1805,1805,i'm in a hurry.,greeting
1806,1806,don't ever be in a hurry.,greeting
1807,1807,it's not my fault. you didn't wake me up.,greeting
1808,1808,that's not my fault. you didn't tell me to wake you up.,greeting
1809,1809,"well, i meant to.",greeting
1810,1810,don't ever be in a hurry when you're driving.,greeting
1811,1811,why not?,greeting
1812,1812,because you'll have an accident. most accidents are because people are in a hurry.,greeting
1813,1813,how do you know that?,greeting
1814,1814,i read a lot.,greeting
1815,1815,let's go for a ride.,greeting
1816,1816,where are we going?,greeting
1817,1817,into the mountains.,greeting
1818,1818,that sounds nice.,greeting
1819,1819,i want to show you my new car.,greeting
1820,1820,you bought a new car?,greeting
1821,1821,yes. i bought a cadillac.,greeting
1822,1822,a luxury car.,greeting
1823,1823,luxury plus speed.,greeting
1824,1824,what are we waiting for?,greeting
1825,1825,let me get the keys.,greeting
1826,1826,i have to go to the bathroom.,greeting
1827,1827,why didn't you go before we left?,greeting
1828,1828,"i did, but i have to go again.",greeting
1829,1829,"well, hold on a little longer.",greeting
1830,1830,i think i'm going to explode.,greeting
1831,1831,just hold on.,greeting
1832,1832,oh! don't hit any more bumps!,greeting
1833,1833,we'll be at mcdonald's in just a few minutes.,greeting
1834,1834,i hope they are fast minutes.,greeting
1835,1835,think about something else. think about a hamburger.,greeting
1836,1836,"i'm thinking, but i still have to go.",greeting
1837,1837,where's the car?,greeting
1838,1838,what do you mean?,greeting
1839,1839,the car isn't here.,greeting
1840,1840,where did you park it?,greeting
1841,1841,i parked it right here.,greeting
1842,1842,are you sure?,greeting
1843,1843,yes. i remember this big tree.,greeting
1844,1844,maybe it's the wrong tree.,greeting
1845,1845,"no, this is the tree.",greeting
1846,1846,did someone steal it?,greeting
1847,1847,i sure hope not.,greeting
1848,1848,look at this traffic.,greeting
1849,1849,i'd rather not.,greeting
1850,1850,it gets worse every year.,greeting
1851,1851,why are you complaining? we're going almost 20 miles an hour.,greeting
1852,1852,the speed limit is 65!,greeting
1853,1853,"well, that's between 2:00 and 4:00 a.m.",greeting
